,input_en,output_de,gt_de
161,A brown and black dog running on a trail in the woods.,Ein braun-schwarzer Hund läuft auf einem Weg durch den,Ein braun-schwarzer Hund läuft auf einem Pfad im Wald.
162,Two dogs play by a tree.,,Zwei Hunde spielen an einem Baum.
163,A navy walking wearing a black coat and pants on the stairs as camera focuses on the dog,Ein Offizier in einem schwarzen Mantel und einer Hose geht die,Ein Marineoffizier in einem schwarzen Mantel und Hose steigt Treppen während die Kamera auf den Hund fokussiert.
164,Two men dressed in green are preparing food in a restaurant.,"Zwei Männer, die grün gekleidet sind, bereiten Essen",Zwei grün gekleidete Männer bereiten in einem Restaurant Essen zu.
165,A man dressed in black leather and a cowboy hat is walking around a Renaissance Festival.,Ein schwarz gekleideter Mann mit Cowboymütze geht auf,Ein Mann in schwarzem Leder und einem Cowboyhut schlendert auf einem Renaissancefestival.
166,A dog runs outside with a yellow toy.,Ein Hund läuft mit einem gelben Spielzeug im Freien herum,Ein Hund läuft mit einem gelben Spielzeug im Freien.
167,A dog wearing a cover runs in the snow.,"Ein Hund mit einer Decke läuft im Schnee.�
+","Ein Hund, der einen Mantel trägt, läuft im Schnee."
168,A family is playing on the beach with their dog.,"Eine Familie spielt am Strand mit ihrem Hund.[
�",Eine Familie spielt am Strand mit ihrem Hund.
169,A woman and a child embrace while the child tastes what they have been making.,"Eine Frau und ein Kind umarmen sich, während das Kind","Eine Frau und ein Kind umarmen sich während das Kind kostet, was sie gerade gemeinsam zubereiten."
170,Two men and a lady are standing outside.,"Zwei Männer und eine Dame stehen im Freien.0
�",Zwei Männer und eine Dame stehen im Freien.
171,A group of men using logs to push a boat out of the water.,"Eine Gruppe von Männern benutzt Holz, um ein Boot aus dem","Eine Gruppe von Männern verwendet Baumstämme, um ein Boot aus dem Wasser zu schieben."
172,A man drinks from a wineglass while reading the paper.,Ein Mann trinkt aus einem Weinglas und liest Zeitung.,Ein Mann trinkt aus einem Weinglas während er eine Zeitung liest.
173,A man wearing a all black and playing a piano.,Ein Mann in komplett schwarz gekleideter Kleidung spielt Klavier.,Ein ganz in schwarz gekleideter Mann spielt Piano.
174,A young boy wearing a blue jersey and yellow shorts is playing soccer.,"Ein kleiner Junge, der ein blaues Trikot und gel",Ein Junge in einem blauen Trikot und gelben Shorts spielt Fußball.
175,A man is standing on a stone structure with his arms out like a bird.,Ein Mann steht auf einer Steinkonstruktion mit ausgestreckten Armen,Ein Mann steht auf einem Stein und breitet seine Arme aus wie ein Vogel.
176,A dog drinks water outside on the grass.,Ein Hund trinkt im Freien Wasser auf dem Gras.[,Ein Hund trinkt draußen Wasser auf dem Gras.
177,Two women wearing tank tops are looking at the camera.,Zwei Frauen mit Oberteilen tragen die Kamera zu Gesicht.0,Zwei Frauen in Tank-Tops blicken in die Kamera.
178,A man is sitting in a barber's chair getting ready for a shave.,Ein Mann sitzt mit einem Schere im Kopf und macht sich,Ein Mann sitzt im Friseurstuhl und bereitet sich auf eine Rasur vor.
179,A young child wearing green boots playing in a mud puddle,Ein kleines Kind mit grünen Stiefeln spielt auf einer Schla,Ein kleines Kind in grünen Stiefeln spielt in einer Schlammpfütze.
180,A man using a chainsaw to cut lumber.,"Ein Mann benutzt einen Kettensägen, um Holz zu sch",Ein Mann schneidet Holz mit einer Kettensäge.
181,A man sitting at a picnic table with a tray and partially consumed beer in front of him.,Ein Mann sitzt an einem Picknicktisch und hat ein Teller,Ein Mann sitzt an einem Picknicktisch mit einem Tablett und halb ausgetrunkenem Bier vor sich.
182,The boy wearing a black shirt and blue jeans is holding a red baseball bat.,"Der Junge, der ein schwarzes Hemd und blaue Jeans",Der Junge im schwarzen T-Shirt und blauen Jeans hält einen roten Baseballschläger.
183,A dark-haired bearded man in glasses and a Hawaiian shirt is sitting on the grass.,Ein dunkelhaariger bärtiger Mann mit Brille und H,"Ein dunkelhaariger Mann mit Bart, Brille und Hawaiihemd sitzt auf dem Gras."
184,Dogs run at a dog racetrack.,Hunde rennen auf einer Hundesportanlage.0,Hunde Laufen auf einer Hunderennbahn.
185,A light technician man with tribal tattoos aiming a spotlight over a balcony.,Ein Lichttechniker mit Tribaltattoos zielt einen Schein,Ein Lichttechniker mit Tribal-Tattoos richtet einen Scheinwerfer über einen Balkon.
186,Two German sheperds snarling at each other.,"Zwei deutsche Schäferhunde, die neigen.[",Zwei Deutsche Schäferhunde knurren einander an.
187,This is a group of people standing around at some sort of event.,Diese Gruppe von Leuten steht bei einer Art Veranstaltung herum.0,"Das ist eine Gruppe von Leuten, die auf einem Event herumstehen."
188,A brown and white dog fetching a toy.,"Ein braun-weißer Hund, der ein Spielzeug f",Ein braun-weißer Hund holt ein Spielzeug.
189,Man with white hair playing an accordion in the middle of some buildings.,Mann mit weißen Haaren spielt Akkordeon mitten auf einigen,Ein weißhaariger Mann spielt Akkordeon zwischen ein paar Gebäuden.
190,A woman with brown hair sitting on a bench outside a cafe.,Eine Frau mit braunen Haaren sitzt auf einer Bank vor,Eine Frau mit braunen Haaren sitzt auf einer Bank vor einem Café.
191,A man next to a bicycle is playing a pan flute.,Ein Mann neben einem Fahrrad spielt eine Panflöte.[,Ein Mann spielt neben einem Fahrrad Panflöte.
192,Two kids are balancing on a log and holding a rope.,Zwei Kinder balancieren auf einem Baumstamm und halten,Zwei Kinder balancieren auf einem Stamm und halten ein Seil.
193,A man riding a motorcycle is performing a trick at a track.,Ein Mann auf einem Motorrad macht einen Trick an einer Rennstrecke,Ein Mann auf einem Motorrad zeigt einen Trick auf einer Rennstrecke.
194,A young woman with a purple cloth hiding her face relaxes on a wooden deck.,"Eine junge Frau mit einem lilafarbenen Tuch, die ihr",Eine junge Frau mit einem purpurnen Tuch über dem Gesicht entspannt auf einem hölzernen Deck.
195,The woman in the brown shirt is sitting on a bright red bench.,Die Frau im braunen Oberteil sitzt auf einer leucht,Die Frau im braunen Shirt sitzt auf einer hellroten Bank.
196,A dog walks on a log across a small river.,Ein Hund geht über einen kleinen Fluss auf einem Baumstamm,Ein Hund läuft auf einem Baumstamm über einen kleinen Fluss.
197,A young man wearing a white t-shirt and green and black shorts standing on a stump.,Ein junger Mann in einem weißen T-Shirt und grüner,Ein junger Mann in einem weißen T-Shirt und grün-schwarzen Shorts steht auf einem Pfeiler.
198,The group of people are all covered by umbrellas.,Die Gruppe von Personen wird alle mit Schirmen bedeckt.,Alle Personen in der Gruppe stehen unter Regenschirmen.
199,A man advertises with a giant sign tied onto his bicycle.,"Ein Mann macht mit einem riesigen Schild, das an seinem","Ein Mann macht Werbung mit einem riesigen Schild, das auf sein Fahrrad gebunden ist."
200,A man is throwing a log into a waterway while two dogs watch.,Ein Mann wirft einen Baumstamm in ein Gewässer,Ein Mann wirft einen Ast in einen Kanal während zwei Hunde zusehen.
201,Group of elders playing instruments under a tent by the water.,Eine Gruppe von Älteren spielt Instrumente unter einem Zelt neben,"Gruppe älterer Menschen, die in einem Zelt am Wasser Instrumente spielen."
202,A view of a crowded city street.,Eine Ansicht einer belebten Straße in der Stadt.0,Eine Ansicht einer belebten Straße in der Stadt.
203,A young blond woman holds a white rope on a sunny day.,Eine blonde junge Frau hält an einem sonnigen Tag einen,Eine junge blonde Frau hält ein weißes Seil an einem sonnigen Tag.
204,Two people in blue shirts are outside with a bullhorn.,Zwei Personen mit blauen Hemden stehen im Freien und haben einen,Zwei Personen in blauen Hemden stehen mit einem Megafon im Freien.
205,A black dog springs up into a pool.,Ein schwarzer Hund springt in einen Pool hoch.�,Ein schwarzer Hund springt in einen Pool.
206,A cowboy riding on the back of a bronco in a competition.,Ein Cowboy reitet bei einem Wettbewerb auf dem Rücken eines Bron,Ein Cowboy reitet ein Wildpferd in einem Wettbewerb.
207,A railroad work crew performs maintenance on railroad tracks.,Eine Bahnbetriebsgesellschaft führt Wartungsarbeiten an,Eine Gruppe von Bahnarbeitern macht Wartungsarbeiten an Bahngleisen.
208,A worker in an orange vest is using a shovel.,Ein Arbeiter mit einer orangen Weste benutzt eine Schaufel,Ein Arbeiter in einer orangefarbenen Weste arbeitet mit einer Schaufel.
209,Two construction workers have a discussion while on the work site.,Zwei Bauarbeiter unterhalten sich während der Arbeit auf dem Baus,Zwei Bauarbeiter diskutieren auf einer Baustelle.
210,Three men are walking up hill.,"Drei Männer gehen einen Berg hinauf.�
qassistant",Drei Männer gehen bergauf.
211,An Asian woman in a floral wedding dress poses on a bridge close to her bridesmaids.,Eine asiatische Frau mit einem Blumenkleid posiert auf einer,Eine asiatische Frau in einem Hochzeitskleid mit Blumenmuster posiert mit ihren Brautjungfern auf einer Brücke.
212,A young man tunes his guitar in the kitchen.,Ein junger Mann stellt seine Gitarre im Küche ein.0,Ein junger Mann stimmt seine Gitarre in der Küche.
213,Three boys are playing with sponges and buckets of water.,Drei Jungen spielen mit Spongien und Eimern voller,Drei Jungen spielen mit Schwämmen und Wassereimern.
214,Three construction workers are mending pavement.,"Drei Bauarbeiter reparieren die Fahrbahn.�
<unused64>",Drei Arbeiter machen Ausbesserungen auf dem Gehsteig.
215,People chilling in at forest next to canoes.,"Leute, die sich an einem Wald neben Kanus aufhalten",Leute entspannen in einem Wald neben Kanus.
216,A choir group is gathered together in a church.,Eine Chorgruppe ist zusammengedrängt in einer Kirche.,Ein Chor versammelt sich in einer Kirche.
217,A group of young teenagers are jumping at night making funny poses for the camera.,Eine Gruppe junger Teenager springen nachts und machen selts,Eine Gruppe Teenager springt bei Nacht in die Luft und macht lustige Posen für die Kamera.
218,"Two guys are kayaking, one orange one blue, down a creek.",Zwei Typen fahren Kajaks und dabei ist der eine ein Orange,"Zwei Männer fahren in Kajaks, eines orange und das andere blau, einen Fluss hinab."
219,Two workers spread cement onto a brick building.,Zwei Arbeiter verteilen Zement auf ein Backsteingeb,Zwei Arbeiter streichen Zement auf einen Ziegelbau.
220,A lady wearing a redish sweater and jeans is sitting with hands on her left knee,"Eine Dame mit einem roten Pullover und Jeans sitzt, die",Eine Dame in einem rötlichen Sweater und Jeans sitzt mit den Händen auf ihrem linken Knie.
221,Two performers putting on a mock fight for an audience that is watching attentively.,"Zwei Künstler führen ein Mock-Kampf vor, während sie",Zwei Schauspieler inszenieren einen Kampf vor einen gebannten Publikum.
222,A GI relaxes and waits at an airport.,Ein GIs wartet und entspannt sich in einem Flughafen.,Ein Soldat entspannt und wartet auf einem Flughafen.
223,"A man in a yellow coat tends a fire, a boy in a parka watches.",Ein Mann mit gelbem Mantel kümmert sich um einen Brand,"Ein Mann in einem gelben Mantel achtet auf ein Feuer, ein Junge im Anorak sieht zu."
224,A man and a boy on a rocky beach.,Ein Mann und ein Junge am Strand an einem Felsen.0,Ein Mann und ein Junge auf einem felsigen Strand.
225,"A woman on a boat named ""El Corazon"" drops black weights into the water.",Eine Frau auf einem Boot namens „El Corazon“ wir,"Eine Frau auf einem Boot namens ""El Corazon"" lässt schwarze Gewichte ins Wasser fallen."
226,A boy sitting on and looking out from a microscope.,Ein Junge sitzt auf einem Mikroskop und schaut aus.�,Ein Junge sitzt auf einem Fernrohr und schaut hindurch.
227,A young barefoot girl in a pink dress is jumping outside.,Ein junges Mädchen ohne Schuhe im rosa Kleid springt draußen,Ein barfüßiges junges Mädchen in einem rosa Kleid springt im Freien.
228,Many people are sitting around a tent outside.,Viele Leute sitzen um einen Zelt im Freien herum.0,Viele Menschen sitzen um ein Zelt im Freien.
229,"A youth with a black shirt that says ""Asian Pacific 2007"" plays a drum while sitting.","Ein Jugendlicher mit einem schwarzen Hemd, auf dem „","Ein Jugendlicher in einem schwarzen T-Shirt mit dem Aufdruck ""Asian Pacific 2007"" sitzt und spielt eine Trommel."
230,A man selling items near the roadside to the great mountain of Canyon.,"Ein Mann verkauft an der Straße etwas, das sich im großen","Ein Mann verkauft Waren am Rand der Straße, die zu einem Großen Berg im Canyon führt."
231,The girl in yellow is laughing at the girl wearing orange whilst being watched by the girl in blue.,Die gelbe Mädchen lacht beim Anblick des orangen,Das Mädchen in Gelb lacht das Mädchen in Orange aus während das Mädchen in Blau zusieht.
232,A dog jumps over an obstacle outside.,Ein Hund springt über einen Hindernis im Freien.,Ein Hund springt im Freien über ein Hindernis.
233,Dog with black collar rolling in dirt and dried leaves,Hund mit schwarzem Halsband rollt sich im Schlamm,Hund mit schwarzem Halsband wälzt sich in Staub und trockenen Blättern.
234,Two brown dogs playing in a rough manner.,"Zwei braune Hunde spielen zerstreut.0
+",Zwei braune Hunde spielen grob miteinander.
235,A man with a mustache and beard is holding a frying pan that has flames rising from it.,Ein Mann mit Schnurrbart und Bart hält eine Pf,"Ein Mann mit Schnurrbart und Bart hält eine Pfanne, aus der Flammen hochsteigen."
236,"A man, wearing revolutionary period clothes, is ringing a bell.",Ein Mann in revolutionärer Kleidung klopft auf ein Gel,Ein Mann mit Kleidung aus dem Unabhängigkeitskrieg schlägt eine Glocke.
237,A man in a black shirt fishing on a rocky shore.,Ein Mann mit einem schwarzen Hemd angelt an einer fel,Ein Mann in einem schwarzen Shirt angelt an einem felsigen Ufer.
238,Two dogs are nuzzling each other nose to nose.,"Zwei Hunde neigen sich an die Nase.�
0",Zwei Hunde beschnuppern sich gegenseitig Nase an Nase.
