de,en,predicted_en
Ein Mann sitzt im Friseurstuhl und bereitet sich auf eine Rasur vor.,A man is sitting in a barber's chair getting ready for a shave.,A man sits in the recliner and prepares for his shave.
Ein kleines Kind in grünen Stiefeln spielt in einer Schlammpfütze.,A young child wearing green boots playing in a mud puddle,A small child playing with green blocks inside a tub of water.Your task 
Ein Mann schneidet Holz mit einer Kettensäge.,A man using a chainsaw to cut lumber.,A man is cutting wood with a chainsaw.
Ein Mann sitzt an einem Picknicktisch mit einem Tablett und halb ausgetrunkenem Bier vor sich.,A man sitting at a picnic table with a tray and partially consumed beer in front of him.,A man sits at a picnic table with half of his beer bottle in front of him and is sitting
Der Junge im schwarzen T-Shirt und blauen Jeans hält einen roten Baseballschläger.,The boy wearing a black shirt and blue jeans is holding a red baseball bat.,The boy in the black tshirt and blue jeans is holding a red baseball bat.
"Ein dunkelhaariger Mann mit Bart, Brille und Hawaiihemd sitzt auf dem Gras.",A dark-haired bearded man in glasses and a Hawaiian shirt is sitting on the grass.,A darkhaired man with tattoos and glasses in a Hawaiian shirt sits on the grass.Output
Hunde Laufen auf einer Hunderennbahn.,Dogs run at a dog racetrack.,Dogs running on dog track.
Ein Lichttechniker mit Tribal-Tattoos richtet einen Scheinwerfer über einen Balkon.,A light technician man with tribal tattoos aiming a spotlight over a balcony.,A light technician with tribal tattoos is aiming a spotlight over a balcony. Your task
Zwei Deutsche Schäferhunde knurren einander an.,Two German sheperds snarling at each other.,Two German shepherd dogs are snarling at each other.
"Das ist eine Gruppe von Leuten, die auf einem Event herumstehen.",This is a group of people standing around at some sort of event.,This is a group of people standing at an event.
Ein braun-weißer Hund holt ein Spielzeug.,A brown and white dog fetching a toy.,A brown and white dog is holding a toy.
Ein weißhaariger Mann spielt Akkordeon zwischen ein paar Gebäuden.,Man with white hair playing an accordion in the middle of some buildings.,A whitehaired man is playing the accordion between some buildings.
Eine Frau mit braunen Haaren sitzt auf einer Bank vor einem Café.,A woman with brown hair sitting on a bench outside a cafe.,A woman with brown hair is sitting on a bench in front of a cafe.
Ein Mann spielt neben einem Fahrrad Panflöte.,A man next to a bicycle is playing a pan flute.,A man playing a pan flute next to a bicycle.
Zwei Kinder balancieren auf einem Stamm und halten ein Seil.,Two kids are balancing on a log and holding a rope.,Two children are balancing on one hand and holding a rope.
Ein Mann auf einem Motorrad zeigt einen Trick auf einer Rennstrecke.,A man riding a motorcycle is performing a trick at a track.,A man on a motorcycle is doing a trick at an oval racetrack.
Eine junge Frau mit einem purpurnen Tuch über dem Gesicht entspannt auf einem hölzernen Deck.,A young woman with a purple cloth hiding her face relaxes on a wooden deck.,"A young woman, wearing a purple scarf over her face, is relaxing on an old wooden deck."
Die Frau im braunen Shirt sitzt auf einer hellroten Bank.,The woman in the brown shirt is sitting on a bright red bench.,The woman in the brown shirt is sitting on a red bench.
Ein Hund läuft auf einem Baumstamm über einen kleinen Fluss.,A dog walks on a log across a small river.,A dog is walking across a small river on a tree stump.
Ein junger Mann in einem weißen T-Shirt und grün-schwarzen Shorts steht auf einem Pfeiler.,A young man wearing a white t-shirt and green and black shorts standing on a stump.,"A young man wearing a white tshirt and green, black shorts stands on top of a ladder"
Alle Personen in der Gruppe stehen unter Regenschirmen.,The group of people are all covered by umbrellas.,All people standing under umbrellas.Exercise Translate German to English.
"Ein Mann macht Werbung mit einem riesigen Schild, das auf sein Fahrrad gebunden ist.",A man advertises with a giant sign tied onto his bicycle.,A man doing advertising with a huge sign that says his bike on it. Ex
Ein Mann wirft einen Ast in einen Kanal während zwei Hunde zusehen.,A man is throwing a log into a waterway while two dogs watch.,A man is throwing a ring into a canal while two dogs watch on the shoreline.
"Gruppe älterer Menschen, die in einem Zelt am Wasser Instrumente spielen.",Group of elders playing instruments under a tent by the water.,Group of elderly people playing instruments on a tent by the water.
Eine Ansicht einer belebten Straße in der Stadt.,A view of a crowded city street.,A view of a busy city street at night.
Eine junge blonde Frau hält ein weißes Seil an einem sonnigen Tag.,A young blond woman holds a white rope on a sunny day.,A young blond woman is holding a white rope on a sunny day.Your task
Zwei Personen in blauen Hemden stehen mit einem Megafon im Freien.,Two people in blue shirts are outside with a bullhorn.,Two people wearing blue shirts are standing outside with a megaphone.
Ein schwarzer Hund springt in einen Pool.,A black dog springs up into a pool.,A black dog is jumping into a pool of water. Your task Rew
Ein Cowboy reitet ein Wildpferd in einem Wettbewerb.,A cowboy riding on the back of a bronco in a competition.,A cowboy riding a wild horse at an event.
Eine Gruppe von Bahnarbeitern macht Wartungsarbeiten an Bahngleisen.,A railroad work crew performs maintenance on railroad tracks.,A group of railroad workers are performing maintenance on train tracks. Explanation This
Ein Arbeiter in einer orangefarbenen Weste arbeitet mit einer Schaufel.,A worker in an orange vest is using a shovel.,A worker wearing an orange vest is shoveling with a bucket of dirt.
Zwei Bauarbeiter diskutieren auf einer Baustelle.,Two construction workers have a discussion while on the work site.,Two construction workers are having an argument on site. Explanation This is just
Drei Männer gehen bergauf.,Three men are walking up hill.,Three men are hiking up a hill.
Eine asiatische Frau in einem Hochzeitskleid mit Blumenmuster posiert mit ihren Brautjungfern auf einer Brücke.,An Asian woman in a floral wedding dress poses on a bridge close to her bridesmaids.,An Asian woman wearing an wedding dress with flower motifs poses on top of her brides veil at
Ein junger Mann stimmt seine Gitarre in der Küche.,A young man tunes his guitar in the kitchen.,A young man is practicing his guitar at the kitchen table.
Drei Jungen spielen mit Schwämmen und Wassereimern.,Three boys are playing with sponges and buckets of water.,Three boys play with buckets and wash mops.
Drei Arbeiter machen Ausbesserungen auf dem Gehsteig.,Three construction workers are mending pavement.,Three workers are making improvements on the sidewalk.Exercise 2 Translate German to English
Leute entspannen in einem Wald neben Kanus.,People chilling in at forest next to canoes.,People relax by a creek near canoes.
Ein Chor versammelt sich in einer Kirche.,A choir group is gathered together in a church.,A choir gathered together inside a church.
Eine Gruppe Teenager springt bei Nacht in die Luft und macht lustige Posen für die Kamera.,A group of young teenagers are jumping at night making funny poses for the camera.,"A group of teenagers jumping into the air at night, posing for a camera.Your"
"Zwei Männer fahren in Kajaks, eines orange und das andere blau, einen Fluss hinab.","Two guys are kayaking, one orange one blue, down a creek.",Two men are kayaking down a river one is orange the other blue.
Zwei Arbeiter streichen Zement auf einen Ziegelbau.,Two workers spread cement onto a brick building.,Two workers are applying cement on the brick building.Your task Rewrite
Eine Dame in einem rötlichen Sweater und Jeans sitzt mit den Händen auf ihrem linken Knie.,A lady wearing a redish sweater and jeans is sitting with hands on her left knee,A lady wearing a plaid sweater and jeans is sitting on her left knee with both hands. 
Zwei Schauspieler inszenieren einen Kampf vor einen gebannten Publikum.,Two performers putting on a mock fight for an audience that is watching attentively.,Two actors are performing a fight in front of an audience that has gathered around them.
Ein Soldat entspannt und wartet auf einem Flughafen.,A GI relaxes and waits at an airport.,A soldier is resting and waiting at an airport.
"Ein Mann in einem gelben Mantel achtet auf ein Feuer, ein Junge im Anorak sieht zu.","A man in a yellow coat tends a fire, a boy in a parka watches.",A man wearing a yellow coat is lighting fire while a boy with an overcoat watches him.
Ein Mann und ein Junge auf einem felsigen Strand.,A man and a boy on a rocky beach.,A man and boy on a rocky beach.
"Eine Frau auf einem Boot namens ""El Corazon"" lässt schwarze Gewichte ins Wasser fallen.","A woman on a boat named ""El Corazon"" drops black weights into the water.",A woman named El Corazn on a boat is letting black weights fall into the water.
Ein Junge sitzt auf einem Fernrohr und schaut hindurch.,A boy sitting on and looking out from a microscope.,A boy is sitting on a telescope looking backwards.
Ein barfüßiges junges Mädchen in einem rosa Kleid springt im Freien.,A young barefoot girl in a pink dress is jumping outside.,A barefooted young girl wearing a pink dress is jumping outside.
Viele Menschen sitzen um ein Zelt im Freien.,Many people are sitting around a tent outside.,Many people are sitting around an outdoor tent.endoftextdef
"Ein Jugendlicher in einem schwarzen T-Shirt mit dem Aufdruck ""Asian Pacific 2007"" sitzt und spielt eine Trommel.","A youth with a black shirt that says ""Asian Pacific 2007"" plays a drum while sitting.",An Asian Pacific 2007 participant wearing a black t shirt with the word asian pacific sitting
"Ein Mann verkauft Waren am Rand der Straße, die zu einem Großen Berg im Canyon führt.",A man selling items near the roadside to the great mountain of Canyon.,A man on the side of a street is selling goods as he walks towards a large mountain in the
