,input_de,output_en,gt_en
184,Hunde Laufen auf einer Hunderennbahn.,Dogs run on a track. affor unusedassistant,Dogs run at a dog racetrack.
185,Ein Lichttechniker mit Tribal-Tattoos richtet einen Scheinwerfer über einen Balkon.,A light technician with tribal tattoos is aiming a spotlight over a,A light technician man with tribal tattoos aiming a spotlight over a balcony.
186,Zwei Deutsche Schäferhunde knurren einander an.,Two German shepherd dogs are wrestling each other.,Two German sheperds snarling at each other.
187,"Das ist eine Gruppe von Leuten, die auf einem Event herumstehen.",This is a group of people standing around at an event.,This is a group of people standing around at some sort of event.
188,Ein braun-weißer Hund holt ein Spielzeug.,A brown and white dog is retrieving a toy.,A brown and white dog fetching a toy.
189,Ein weißhaariger Mann spielt Akkordeon zwischen ein paar Gebäuden.,A caucasian man plays the accordion in front of a couple buildings,Man with white hair playing an accordion in the middle of some buildings.
190,Eine Frau mit braunen Haaren sitzt auf einer Bank vor einem Café.,A woman with brown hair is sitting on a bench in front,A woman with brown hair sitting on a bench outside a cafe.
191,Ein Mann spielt neben einem Fahrrad Panflöte.,A man plays a pan flute next to a bicycle.,A man next to a bicycle is playing a pan flute.
192,Zwei Kinder balancieren auf einem Stamm und halten ein Seil.,Two kids are balancing on a tree trunk and holding a rope,Two kids are balancing on a log and holding a rope.
193,Ein Mann auf einem Motorrad zeigt einen Trick auf einer Rennstrecke.,A man on a motorcycle shows off a trick on a race,A man riding a motorcycle is performing a trick at a track.
194,Eine junge Frau mit einem purpurnen Tuch über dem Gesicht entspannt auf einem hölzernen Deck.,A young woman with a purple scarf on her face is relaxing,A young woman with a purple cloth hiding her face relaxes on a wooden deck.
195,Die Frau im braunen Shirt sitzt auf einer hellroten Bank.,The woman in the brown shirt is sitting on a light,The woman in the brown shirt is sitting on a bright red bench.
196,Ein Hund läuft auf einem Baumstamm über einen kleinen Fluss.,A dog is running across a tree trunk over a small river,A dog walks on a log across a small river.
197,Ein junger Mann in einem weißen T-Shirt und grün-schwarzen Shorts steht auf einem Pfeiler.,A young man wearing a white shirt and green and black shorts,A young man wearing a white t-shirt and green and black shorts standing on a stump.
198,Alle Personen in der Gruppe stehen unter Regenschirmen.,Everyone in the group are standing under umbrellas.,The group of people are all covered by umbrellas.
199,"Ein Mann macht Werbung mit einem riesigen Schild, das auf sein Fahrrad gebunden ist.",A man is advertising with a huge sign tied to his bike,A man advertises with a giant sign tied onto his bicycle.
200,Ein Mann wirft einen Ast in einen Kanal während zwei Hunde zusehen.,A man throws an oar into a canal while two dogs watch,A man is throwing a log into a waterway while two dogs watch.
201,"Gruppe älterer Menschen, die in einem Zelt am Wasser Instrumente spielen.",Group of elderly people playing instruments at a tent by the water,Group of elders playing instruments under a tent by the water.
202,Eine Ansicht einer belebten Straße in der Stadt.,A view of a busy street in the city.unused,A view of a crowded city street.
203,Eine junge blonde Frau hält ein weißes Seil an einem sonnigen Tag.,A young blond woman holds a white rope on a sunny day,A young blond woman holds a white rope on a sunny day.
204,Zwei Personen in blauen Hemden stehen mit einem Megafon im Freien.,Two people wearing blue shirts stand outside with a megaphone.,Two people in blue shirts are outside with a bullhorn.
205,Ein schwarzer Hund springt in einen Pool.,A black dog jumps into a pool.unusedassistant,A black dog springs up into a pool.
206,Ein Cowboy reitet ein Wildpferd in einem Wettbewerb.,A cowboy rides a wild horse in a competition.,A cowboy riding on the back of a bronco in a competition.
207,Eine Gruppe von Bahnarbeitern macht Wartungsarbeiten an Bahngleisen.,A group of train workers are making maintenance on the tracks.,A railroad work crew performs maintenance on railroad tracks.
208,Ein Arbeiter in einer orangefarbenen Weste arbeitet mit einer Schaufel.,A worker wearing an orange vest is working with a shovel.,A worker in an orange vest is using a shovel.
209,Zwei Bauarbeiter diskutieren auf einer Baustelle.,Two construction workers are arguing on a construction site.,Two construction workers have a discussion while on the work site.
210,Drei Männer gehen bergauf.,Three men are walking uphill. affor funusedassistant,Three men are walking up hill.
211,Eine asiatische Frau in einem Hochzeitskleid mit Blumenmuster posiert mit ihren Brautjungfern auf einer Brücke.,An asian woman in a bridal gown with flower pattern poses with,An Asian woman in a floral wedding dress poses on a bridge close to her bridesmaids.
212,Ein junger Mann stimmt seine Gitarre in der Küche.,A young man is tuning his guitar in the kitchen.,A young man tunes his guitar in the kitchen.
213,Drei Jungen spielen mit Schwämmen und Wassereimern.,Three boys playing with frogs and water guns. affor ,Three boys are playing with sponges and buckets of water.
214,Drei Arbeiter machen Ausbesserungen auf dem Gehsteig.,Three workers are making repairs to the sidewalk.,Three construction workers are mending pavement.
215,Leute entspannen in einem Wald neben Kanus.,People relaxing by a lake with canoes. affor SneakyThrows,People chilling in at forest next to canoes.
216,Ein Chor versammelt sich in einer Kirche.,,A choir group is gathered together in a church.
217,Eine Gruppe Teenager springt bei Nacht in die Luft und macht lustige Posen für die Kamera.,A group of teenagers are jumping into the air and making funny,A group of young teenagers are jumping at night making funny poses for the camera.
218,"Zwei Männer fahren in Kajaks, eines orange und das andere blau, einen Fluss hinab.",Two men paddle a canoe down a river in one orange and,"Two guys are kayaking, one orange one blue, down a creek."
219,Zwei Arbeiter streichen Zement auf einen Ziegelbau.,Two workers are putting cement on a brick building.,Two workers spread cement onto a brick building.
220,Eine Dame in einem rötlichen Sweater und Jeans sitzt mit den Händen auf ihrem linken Knie.,A lady wearing a red sweater and jeans is sitting with her,A lady wearing a redish sweater and jeans is sitting with hands on her left knee
221,Zwei Schauspieler inszenieren einen Kampf vor einen gebannten Publikum.,Two actors are performing a fight scene in front of an audience,Two performers putting on a mock fight for an audience that is watching attentively.
222,Ein Soldat entspannt und wartet auf einem Flughafen.,A soldier relaxes and waits at an airport.,A GI relaxes and waits at an airport.
223,"Ein Mann in einem gelben Mantel achtet auf ein Feuer, ein Junge im Anorak sieht zu.",A man in a yellow coat watches a fire while a boy,"A man in a yellow coat tends a fire, a boy in a parka watches."
224,Ein Mann und ein Junge auf einem felsigen Strand.,A man and a boy on a rocky beach.,A man and a boy on a rocky beach.
225,"Eine Frau auf einem Boot namens ""El Corazon"" lässt schwarze Gewichte ins Wasser fallen.",A woman on a boat named El Corazon dropping,"A woman on a boat named ""El Corazon"" drops black weights into the water."
226,Ein Junge sitzt auf einem Fernrohr und schaut hindurch.,A boy sitting on a telescope looking through it. afforade,A boy sitting on and looking out from a microscope.
227,Ein barfüßiges junges Mädchen in einem rosa Kleid springt im Freien.,A young girl barefoot in a pink dress is jumping outside.,A young barefoot girl in a pink dress is jumping outside.
228,Viele Menschen sitzen um ein Zelt im Freien.,Many people are sitting around a tent outside.E,Many people are sitting around a tent outside.
229,"Ein Jugendlicher in einem schwarzen T-Shirt mit dem Aufdruck ""Asian Pacific 2007"" sitzt und spielt eine Trommel.",A young boy wearing a black tshirt with the Asian,"A youth with a black shirt that says ""Asian Pacific 2007"" plays a drum while sitting."
230,"Ein Mann verkauft Waren am Rand der Straße, die zu einem Großen Berg im Canyon führt.",A man is selling wares at the edge of a street that,A man selling items near the roadside to the great mountain of Canyon.
231,Das Mädchen in Gelb lacht das Mädchen in Orange aus während das Mädchen in Blau zusieht.,The girl wearing yellow is laughing at the girl wearing orange while,The girl in yellow is laughing at the girl wearing orange whilst being watched by the girl in blue.
232,Ein Hund springt im Freien über ein Hindernis.,A dog jumps over a hurdle outdoors.assistant,A dog jumps over an obstacle outside.
233,Hund mit schwarzem Halsband wälzt sich in Staub und trockenen Blättern.,A black collar dog is rolling around in dirt and dry leaves,Dog with black collar rolling in dirt and dried leaves
234,Zwei braune Hunde spielen grob miteinander.,,Two brown dogs playing in a rough manner.
235,"Ein Mann mit Schnurrbart und Bart hält eine Pfanne, aus der Flammen hochsteigen.",A man with a mustache and beard holding a pan of flames,A man with a mustache and beard is holding a frying pan that has flames rising from it.
236,Ein Mann mit Kleidung aus dem Unabhängigkeitskrieg schlägt eine Glocke.,A man in clothing from the Independence War beats a bell.,"A man, wearing revolutionary period clothes, is ringing a bell."
237,Ein Mann in einem schwarzen Shirt angelt an einem felsigen Ufer.,A man in a black shirt is fishing at a rocky shoreline,A man in a black shirt fishing on a rocky shore.
238,Zwei Hunde beschnuppern sich gegenseitig Nase an Nase.,Two dogs are sniffing each others noses.,Two dogs are nuzzling each other nose to nose.
239,Zwei Männer unterhalten sich auf dem Gehsteig während ein Auto vorbeifährt.,Two men talking on the sidewalk while a car passes by.,Two men stop to chat on the sidewalk as a car passes by.
240,Ein Chinese sitzt und wartet auf Kundschaft.,A chinese is waiting for customers to come. afforr,A chinese man sitting down waiting for customers.
241,Geparkte Autos mit einem Schulbus dahinter.,Parked cars with a school bus behind them.,Parked cars with a school bus behind them.
242,Zwei Frauen in ähnlichen T-Shirts gehen nach links.,Two women wearing similar tshirts walk to the left.,Two woman wearing similar shirts walk to the left.
243,Ein kleines Kind in einer orangefarbenen Rettungsweste hält ein Paddel und paddelt in einem blauen Kajak auf einem Gewässer.,A young child wearing an orange life vest holds a paddle and,A young child wearing an orange life vest holding an oar paddling a blue kayak in a body of water.
