de,en,predicted_en
Ein Mann sitzt an einem Picknicktisch mit einem Tablett und halb ausgetrunkenem Bier vor sich.,A man sitting at a picnic table with a tray and partially consumed beer in front of him.,A man is sitting at a picnic table with a plate of food and halffull beer in front
Der Junge im schwarzen T-Shirt und blauen Jeans hält einen roten Baseballschläger.,The boy wearing a black shirt and blue jeans is holding a red baseball bat.,The boy in the black tshirt and blue jeans holds a red baseball glove.
"Ein dunkelhaariger Mann mit Bart, Brille und Hawaiihemd sitzt auf dem Gras.",A dark-haired bearded man in glasses and a Hawaiian shirt is sitting on the grass.,A darkhaired man with glasses and Hawaiian shirt is sitting on grass.
Hunde Laufen auf einer Hunderennbahn.,Dogs run at a dog racetrack.,Dogs are running on a dog track.
Ein Lichttechniker mit Tribal-Tattoos richtet einen Scheinwerfer über einen Balkon.,A light technician man with tribal tattoos aiming a spotlight over a balcony.,A light technician with tribal tattoos is rigging a spotlight over a brick wall.Instruct Translate
Zwei Deutsche Schäferhunde knurren einander an.,Two German sheperds snarling at each other.,Two dogs of the same breed are kissing each other.
"Das ist eine Gruppe von Leuten, die auf einem Event herumstehen.",This is a group of people standing around at some sort of event.,This group of people are on stage performing in an event.
Ein braun-weißer Hund holt ein Spielzeug.,A brown and white dog fetching a toy.,A brown and white dog is holding a toy.
Ein weißhaariger Mann spielt Akkordeon zwischen ein paar Gebäuden.,Man with white hair playing an accordion in the middle of some buildings.,A white haired man plays the accordion between a couple of buildings.
Eine Frau mit braunen Haaren sitzt auf einer Bank vor einem Café.,A woman with brown hair sitting on a bench outside a cafe.,A woman in brown shoes is sitting at an outdoor cafe table.
Ein Mann spielt neben einem Fahrrad Panflöte.,A man next to a bicycle is playing a pan flute.,A man is playing his pan flute next to a bicycle.
Zwei Kinder balancieren auf einem Stamm und halten ein Seil.,Two kids are balancing on a log and holding a rope.,Two children balance on one foot and hold onto a rope.
Ein Mann auf einem Motorrad zeigt einen Trick auf einer Rennstrecke.,A man riding a motorcycle is performing a trick at a track.,A man on motorcycle is performing trick at a racetrack.
Eine junge Frau mit einem purpurnen Tuch über dem Gesicht entspannt auf einem hölzernen Deck.,A young woman with a purple cloth hiding her face relaxes on a wooden deck.,A young woman wearing purple pants over her head on deck at sunset.
Die Frau im braunen Shirt sitzt auf einer hellroten Bank.,The woman in the brown shirt is sitting on a bright red bench.,The woman in the brown shirt is sitting on an elevated bank of dirt.Instruct Translate
Ein Hund läuft auf einem Baumstamm über einen kleinen Fluss.,A dog walks on a log across a small river.,A dog is walking over a small stream in the woods on a tree stump.
Ein junger Mann in einem weißen T-Shirt und grün-schwarzen Shorts steht auf einem Pfeiler.,A young man wearing a white t-shirt and green and black shorts standing on a stump.,A young man wearing white shirt and greenblack shorts is standing on a paver.
Alle Personen in der Gruppe stehen unter Regenschirmen.,The group of people are all covered by umbrellas.,All people are standing under umbrellas together.
"Ein Mann macht Werbung mit einem riesigen Schild, das auf sein Fahrrad gebunden ist.",A man advertises with a giant sign tied onto his bicycle.,A man doing promotional work with a bright yellow helmet on his bicycle.
Ein Mann wirft einen Ast in einen Kanal während zwei Hunde zusehen.,A man is throwing a log into a waterway while two dogs watch.,A man is holding an umbrella while two dogs are walking by a canal.
"Gruppe älterer Menschen, die in einem Zelt am Wasser Instrumente spielen.",Group of elders playing instruments under a tent by the water.,Group of older people playing instruments on a stage by the water.
Eine Ansicht einer belebten Straße in der Stadt.,A view of a crowded city street.,A view of a busy street downtown.
Eine junge blonde Frau hält ein weißes Seil an einem sonnigen Tag.,A young blond woman holds a white rope on a sunny day.,A young blond woman is holding a white cane on a sunny day.Instruct Translate German
Zwei Personen in blauen Hemden stehen mit einem Megafon im Freien.,Two people in blue shirts are outside with a bullhorn.,Two people wearing blue shirts are holding a megaphone outside.
Ein schwarzer Hund springt in einen Pool.,A black dog springs up into a pool.,A black dog jumps into a pool.
Ein Cowboy reitet ein Wildpferd in einem Wettbewerb.,A cowboy riding on the back of a bronco in a competition.,A cowboy is riding a wild horse at an auction.
Eine Gruppe von Bahnarbeitern macht Wartungsarbeiten an Bahngleisen.,A railroad work crew performs maintenance on railroad tracks.,A group of construction workers are doing maintenance on a bridge using scaffolding.
Ein Arbeiter in einer orangefarbenen Weste arbeitet mit einer Schaufel.,A worker in an orange vest is using a shovel.,A worker wearing an orange vest is using a shovel at work on the west side of town.
Zwei Bauarbeiter diskutieren auf einer Baustelle.,Two construction workers have a discussion while on the work site.,Two construction workers discuss on the scaffolding.
Drei Männer gehen bergauf.,Three men are walking up hill.,Three men are hiking up a mountain.
Eine asiatische Frau in einem Hochzeitskleid mit Blumenmuster posiert mit ihren Brautjungfern auf einer Brücke.,An Asian woman in a floral wedding dress poses on a bridge close to her bridesmaids.,An Asian woman wearing an evening dress with flower patterns is posing on a bridge holding her brides bou
Ein junger Mann stimmt seine Gitarre in der Küche.,A young man tunes his guitar in the kitchen.,A young man is talking into a microphone at the kitchen countertop.
Drei Jungen spielen mit Schwämmen und Wassereimern.,Three boys are playing with sponges and buckets of water.,Three boys are playing with sticks and washing brushes.
Drei Arbeiter machen Ausbesserungen auf dem Gehsteig.,Three construction workers are mending pavement.,Three workers are making improvements on the sidewalk.
Leute entspannen in einem Wald neben Kanus.,People chilling in at forest next to canoes.,People are walking outside a forest next to some bushes.
Ein Chor versammelt sich in einer Kirche.,A choir group is gathered together in a church.,A choir is gathered together inside a church.
Eine Gruppe Teenager springt bei Nacht in die Luft und macht lustige Posen für die Kamera.,A group of young teenagers are jumping at night making funny poses for the camera.,A group of teenagers jumping and doing stunts for the camera at night.
"Zwei Männer fahren in Kajaks, eines orange und das andere blau, einen Fluss hinab.","Two guys are kayaking, one orange one blue, down a creek.",Two men are kayaking down a river one with an orange paddle and the other blue.
Zwei Arbeiter streichen Zement auf einen Ziegelbau.,Two workers spread cement onto a brick building.,Two workers are laying cement on an old brick wall.
Eine Dame in einem rötlichen Sweater und Jeans sitzt mit den Händen auf ihrem linken Knie.,A lady wearing a redish sweater and jeans is sitting with hands on her left knee,A lady wearing a red sweater and jeans sitting on the ground with her left hand on her necklace.
Zwei Schauspieler inszenieren einen Kampf vor einen gebannten Publikum.,Two performers putting on a mock fight for an audience that is watching attentively.,Two actors are staging a fight in front of an audience gathered around them.
Ein Soldat entspannt und wartet auf einem Flughafen.,A GI relaxes and waits at an airport.,A soldier is posing and taking pictures at an airport gate.
"Ein Mann in einem gelben Mantel achtet auf ein Feuer, ein Junge im Anorak sieht zu.","A man in a yellow coat tends a fire, a boy in a parka watches.",A man wearing a yellow coat is lighting up on fire while another boy looks at him from an umbrella
Ein Mann und ein Junge auf einem felsigen Strand.,A man and a boy on a rocky beach.,A man and boy on sand at the beach.
"Eine Frau auf einem Boot namens ""El Corazon"" lässt schwarze Gewichte ins Wasser fallen.","A woman on a boat named ""El Corazon"" drops black weights into the water.",A woman wearing the name El Corazon has black shoes falling into water.
Ein Junge sitzt auf einem Fernrohr und schaut hindurch.,A boy sitting on and looking out from a microscope.,A boy is sitting on an umbrella and looking down.
Ein barfüßiges junges Mädchen in einem rosa Kleid springt im Freien.,A young barefoot girl in a pink dress is jumping outside.,A young girl dressed as a princess jumps into the air while wearing a pink dress.
Viele Menschen sitzen um ein Zelt im Freien.,Many people are sitting around a tent outside.,Many people are sitting around a fence in the yard.
"Ein Jugendlicher in einem schwarzen T-Shirt mit dem Aufdruck ""Asian Pacific 2007"" sitzt und spielt eine Trommel.","A youth with a black shirt that says ""Asian Pacific 2007"" plays a drum while sitting.",Young boy wearing a black t shirt with the label Asian Pacific 2007 is sitting and playing his trumpet.
"Ein Mann verkauft Waren am Rand der Straße, die zu einem Großen Berg im Canyon führt.",A man selling items near the roadside to the great mountain of Canyon.,A man is buying goods on the sidewalk in front of a large canyon bridge.
Das Mädchen in Gelb lacht das Mädchen in Orange aus während das Mädchen in Blau zusieht.,The girl in yellow is laughing at the girl wearing orange whilst being watched by the girl in blue.,The girl in yellow is laughing at the girl in orange while shes talking with the girl in blue
