,input_en,output_de,gt_de
898,Kids compete to gain possession of the soccer ball.,,Kinder kämpfen um den Ballbesitz.
899,A person in blue is the only person currently throwing their ball at a bowling alley.,,Eine Person in Blau wirft auf einer Bowlingbahn als einzige ihre Kugel.
900,Several football players on a field in action.,,Mehrere Fußballer auf einem Feld in Aktion.
901,"Young man sitting on a skateboard, holding a cellphone, and posing on the escalator.","The phone:
The cell:
The Escalator:","Junger Mann sitzt auf einem Skateboard, hält sein Handy und posiert auf der Rolltreppe."
902,A lady dressed in blue running a marathon.,A woman who is the only one able to run this race,Eine blau gekleidete Frau läuft einen Marathon.
903,This band is getting ready to perform in front of an audience at church.,,Diese Band bereitet sich auf einen Auftritt vor Publikum in einer Kirche vor.
904,# 8 for Iowa State stiff arms a Texas AM player attempting to tackle him.,,"Die # 8 von Iowa State streckt den Arm in Richtung eines Spielers der Texas AM beim Versuch, ihn zu tackeln."
905,"Two male curling players are on ice sweeping the path in front of polished rock, a small crowd watches.",:,"Zwei männliche Curler sind auf dem Eis und wischen den Pfad vor dem Stein, während eine kleine Menschenmenge zusieht."
906,Men play soccer on a muddy field.,,Männer spielen auf einem matschigen Platz Fußball.
907,A basketball player in white squats while a player in red moves toward him.,,Ein Basketballspieler in Weiß geht in die Hocke während ein Spieler in Rot auf ihn zu läuft.
908,People walk through an arch in an old-looking city.,,Menschen gehen durch einen Torbogen in einer alt aussehenden Stadt.
909,"Two race cars, one red and one blue, are driving side by side down a racetrack while being watched by several onlookers.",,"Zwei Rennautos, eines rot und das andere blau, fahren nebeneinander auf einer Rennstrecke während mehrere Personen zusehen."
910,A football player in a white uniform is holding a football.,,Ein Footballspieler in einem weißen Trikot hält einen Football.
911,A very young boy stares ahead as he is biting onto a small object.,:,Ein sehr kleiner Junge guckt nach vorne während er in einen kleinen Gegenstand beißt.
912,A woman and a child are walking down a street.,,Eine Frau und ein Kind gehen eine Straße entlang.
913,A hockey game is being played with lots of people watching it.,,Ein Hockeyspiel wird vor großem Publikum gespielt.
914,Three woman bouncing on balls in the grass.,,Drei Frauen springen im Gras auf Bällen.
915,"An African-American boy wearing blue shorts, a black and red shirt, and white sneakers, is playing tennis.",,"Ein afroamerikanischer Junge in blauen Shorts, einem schwarz-roten Shirt und weißen Turnschuhen spielt Tennis."
916,A man and a woman in white shirts are hugging each other.,A man and a woman in white shirts are hugging each other,Ein Mann und eine Frau in weißen Shirts umarmen sich.
917,A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.,,"Ein Mann mit einer Art Messsonde spricht mit einer Familie, die versucht, zu lächeln und freundlich zu sein."
918,Very young boy in a green shirt laying face down on a white bed.,,Sehr kleiner Junge in einem grünen Shirt liegt mit dem Gesicht nach unten auf einem weißen Bett.
919,An extreme cyclist stops to rest as the sun sets in the background.,,Ein Extremradfahrer ruht sich aus während im Hintergrund die Sonne untergeht.
920,A woman is skying in a snowy area wearing warm clothing.,,Eine warm gekleidete Frau fährt in einem verschneiten Gebiet Ski.
921,Four girls and a lady learning how to do some crafts.,":
:
:
:
:
:",Vier Mädchen und eine Frau lernen zu basteln.
922,A man wearing black and white stripes is trying to stop a horse.,,"Ein Mann in schwarz-weiß gestreifter Kleidung versucht, ein Pferd anzuhalten."
923,The gentleman is scanning the image that the woman in the blue shirt is providing him.,,"Der Herr scannt das Bild, das ihm die Frau im blauen Hemd zeigt."
924,A woman with red-hair is neck deep in cloudy blue water.,,Eine Frau mit roten Haaren steht bis zum Hals in trübem blauem Wasser.
925,Two young boys pose with a puppy for a family picture.,,Zwei kleine Jungen posieren mit einem Welpen für eine Familienfoto.
926,Four children practice karate while two adults watch.,,Vier Kinder üben Karate während zwei Erwachsene zusehen.
927,A man lounges on a red sofa in a furniture showroom.,,Ein Mann liegt auf einem Sofa in einem Möbelhaus.
928,A group of people talking at tables.,,Eine Gruppe von Leuten unterhält sich an Tischen.
929,"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.",,"Zwei Jockeys, einer in rot-blauen Karos und der andere in Orange und Braun, liefern sich ein Rennen vor einem verschwommenen Hintergrund."
930,The red car is ahead of the two cars in the background.,,Das rote Auto fährt vor den beiden Autos im Hintergrund.
931,"A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help.",":

<h3>The title of the film</h3>

:","Ein großer Stier versucht einen Mann bei einem Rodeo auf die Hörner zu nehmen während ein Rodeoclown herbeiläuft, um zu helfen."
932,A shirtless man walks toward a yellow kayak.,,Ein Mann ohne Hemd geht zu einem gelben Kajak.
933,A boy at a gun range aims and shoots.,,Ein Junge zielt und schießt auf einem Schießstand.
934,Two teams of boys playing football in the sand.,,Zwei Jugendteams spielen Football im Sand.
935,A child in blue and a child in white stand on a short concrete wall by a stream.,"10:345

<h2>The author of the",Ein Kind in Blau und ein Kind in Weiß stehen auf einer niedrigen Betonmauer neben einem Fluss.
936,A woman draws a floral design on a clay pot.,,Eine Frau malt ein Blumenmuster auf einen Tontopf.
937,People are walking down a busy street in a foreign country.,,Leute gehen auf einer belebten Straße in einem fremden Land.
938,A right-handed pitcher for the Saints is throwing a pitch.,,Ein rechtshändiger Pitcher der Saints wirft einen Ball.
939,"Two men, one in black and white and one in red, are playing beach volleyball.","one in red, are playing beach volleyball.","Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball."
940,A man is standing in a boat holding some netting.,,Ein Mann steht in einem Boot und flickt Netze.
941,A surfer who fell off his surfboard in the ocean while trying to ride a wave.,,"Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist."
942,A technician preparing a sample in the lab.,,Ein Techniker bereitet im Labor eine Probe vor.
943,Soccer players are jumping in the air to hit the ball with their heads.,,"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen."
944,Two boys play soccer against each other.,,Zwei Jungen spielen gegeneinander Fußball.
945,An elderly person is crossing a street with an umbrella in their hands.,,Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.
946,A group of runners are running towards two identical skyscrapers.,,Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.
947,"A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.",A skateboarder will try a trick.,"Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen."
948,People playing a game in the pool.,,Leute spielen ein Spiel im Pool.
949,A guy give a kiss to a guy also,A guy with a kiss to a guy also,Ein Typ küsst einen anderen Typ
950,A man signs an autograph in a young boy's book.,,Ein Mann schreibt einem kleinen Jungen ein Autogramm ins Buch.
951,A young man in a blue shirt grinds a rail on a skateboard in an urban area.,The film is about a girl in a blue shirt grinds,Ein junger Mann in einem blauen Shirt fährt in einer städtischen Gegend über ein Geländer.
952,An Asian man sits on the tracks with crates of peanuts.,,Ein Asiate sitzt mit Kisten von Erdnüssen auf der Straße.
953,"A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.",,"Ein britischer Gentleman in voller militärischer Uniform winkt mit seiner Mütze Leuten zu, die im Hintergrund sitzen und auf den Kanal blicken."
954,Two cars are driving on a racetrack.,,Zwei Autos fahren auf einer Rennstrecke.
955,A man in a black and white jersey is holding yellow ski poles and preparing to take off.,1. This woman is an old lady who has been prepared,Ein Mann in einem schwarz-weißen Trikot hält gelbe Skistöcke und bereitet sich auf den Start vor.
956,Two people are laying down and kissing on a grassy lawn.,"The person is lying down, with a green grass.",Zwei Personen liegen auf einem Rasen und küssen sich.
957,A very young child in a denim baseball cap eats a green apple.,,Ein sehr kleines Kind mit einer Jeansmütze isst einen grünen Apfel.
958,The football players are running to get the ball.,,"Die Footballspieler laufen, um den Ball zu fangen."
959,A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.,black and white striped pants playing an electric guitar on a stage,Ein Mann mit kariertem Hut in einer schwarzen Jacke und einer schwarz-weiß gestreiften Hose spielt auf einer Bühne mit einem Sänger und einem weiteren Gitarristen im Hintergrund auf einer E-Gitarre.
960,A man is leaping over a barrier away from a bull.,,Ein Mann springt von einem Stier weg über eine Absperrung.
961,A woman in a blue shirt and white shorts playing tennis.,,Eine Frau in einem blauen Shirt und weißen Shorts spielt Tennis.
962,A man is playing an interment in a concert,":
:
:
:
:
:",Ein Mann spielt ein Intermezzo in einem Konzert.
963,A man is carrying a large load of metal beams on his shoulder through a lumberyard.,,Ein Mann trägt eine große Ladung von Metallstäben auf seiner Schulter durch ein Holzlager.
964,Woman with camera is throwing a Frisbee for her brown dog to catch.,,Frau mit Kamera wirft ihrem braunen Hund einen Frisbee zum Fangen zu.
965,There is an outline of a male and female observing a bonfire or other large burning wooden object.,,"Die Silhouette eines Mannes und einer Frau, die ein großes Bonfire oder einen anderen großen, brennenden Holzgegenstand betrachten."
966,Two girls dipping their hands in a fountain as people walk by.,,Zwei Mädchen tauchen ihre Hände in einen Springbrunnen während Leute vorbeigehen.
967,"A wet, smiling child without a shirt poses with arms raised.",,"Ein nasses, lächelndes Kind ohne Hemd posiert mit seinen Armen in der Luft."
968,"Two men, one wearing white and the other wearing blue, are wrestling.",":
:
:
:
:
:","Zwei Männer, einer in Weiß und einer in Blau, ringen."
969,A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.,A woman in a red bikini jumping to hit a ball while,"Eine Frau in einem roten Bikini springt beim Volleyball am Strand hoch, um einen Ball zu treffen."
970,Orange striped kitten biting blond girl on the nose,,Kätzchen mit orangen Streifen beißt blondes Mädchen in die Nase.
971,"A woman, wearing a yellow apron, is taking the lid off of a large pot.",:,Eine Frau in einer gelben Schürze nimmt den Deckel von einem großen Topf.
972,Two children cross a small brook using a stone bridge.,"The child is an old woman, and the baby is an",Zwei Kinder überqueren einen kleinen Bach über eine Steinbrücke.
973,Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.,The city is an open place that appears to appear to appear,"Zwei afroamerikanische Frauen fahren auf einem Moped auf einer städtischen Straße, die sich anscheinend in einem Großstadtgebiet mit Stau befindet."
974,Two boys in front of a soda machine.,,Zwei Jungen vor einem Getränkeautomaten.
975,"Bicycle rider wearing black, riding down a dirt trail in a mountain bike.",,Radfahrer in Schwarz fährt auf einem Mountainbike einen unbefestigten Pfad hinunter.
976,A lady with tattoos is taking a picture of a painting with her smartphone.,"15:34:
a woman:
ink",Eine Frau mit Tattoos macht mit ihrem Handy ein Foto von einem Gemälde.
977,A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background.,,Eine überwiegend schwarz gekleidete Frau mit einem weißen Helm fährt vor verschwommenen Bäumen im Hintergrund Fahrrad.
978,A team of cyclists rounds a bend while nearby spectators cheer and take photographs.,,Ein Team von Radfahrern fährt um die Kurve während in Zuschauer der Nähe jubeln und Fotos machen.
979,"Four football players in black are tackling the opposing team's player, shown in white, while it is raining.",":
:
:
:
:
:",Vier Footballspieler in Schwarz tackeln im Regen einen Spieler der gegnerischen Mannschaft in Weiß.
980,A runner scrambles for yardage while being brought down by two tacklers.,:,"Ein Runner versucht, Extra-Yards zu machen während er von zwei Tacklern zu Boden gebracht wird."
981,The basketball player in the white uniform with the number 55 on it is guarding the player in the black uniform with the number 10 on it.,,Der Basketballspieler im weißen Trikot mit der Nummer 55 deckt den Spieler im schwarzen Trikot mit der Nummer 10.
982,A man is talking on a cellphone outside.,,Ein Mann telefoniert im Freien mit dem Handy.
983,Professional baseball players during the All Star game watch an opponent at bat.,,Professionelle Baseballspieler beobachten beim All-Star Game einen gegnerischen Batter.
984,Dirt biker makes a sloping turn in a forest during the fall.,,Ein Offroad-Biker fährt im Herbst durch eine steile Kurve.
985,3 basketball players vying for the ball and one in red jersey trying to take ball from guy in white jersey.,,"3 Basketballspieler kämpfen um den Ball, einer in einem roten Trikot versucht, einem in einem weißen Trikot den Ball wegzunehmen."
986,A boy grabs his leg as he jumps in the air.,":
:
:
:
:
:",Ein Junge greift sich ans Bein während er in die Luft springt.
987,Two children wearing striped sweaters and black pants tussle outdoors near a play set.,"The child:
black pants,",Zwei Kinder in gestreiften Sweatern und schwarzen Hosen rangeln im Freien neben einem Spielplatz.
988,A man wearing sunglasses is riding a scooter.,"A man wearing sunglasses is riding a scooter.

The film",Ein Mann mit Sonnenbrille fährt auf einem Roller.
989,A small boy wearing baseball regalia holds a bat behind his head with a baseball mounted in front of him.,"13: The man who is the woman.

:",Ein kleiner Junge in Baseballmontur holt mit einem Schläger hinter seinem Kopf in Richtung eines vor ihm montierten Baseballs aus.
990,Six men sit in a field of crops containing wooden crates.,,Sechs Männer sitzen auf einem Acker mit Holzkisten.
991,A brown dog picks up a twig from a stone surface.,"a green tree, a branch, a leaf, a plant",Ein brauner Hund hebt einen Zweig von einer steinernen Oberfläche.
992,This is a man dressed in yellow holding the reign of a brown horse,:,"Das ist ein gelb gekleideter Mann, der ein braunes Pferd an der Leine hält."
993,A man in a white shirt and apron cuts up a bird.,,Ein Mann in einem weißen Shirt und einer Schürze zerlegt einen Vogel.
994,A hispanic woman is using a outdoors wok to cook.,,Eine hispanische Frau kocht im Freien in einem Wok.
995,"Marathon runners are racing on a city street, with other people standing around.",,Marathonläuferinnen laufen auf einer städtischen Straße während andere Personen um sie herum stehen.
996,Asian woman wearing a sunhat while riding a bike.,,Asiatische Frau trägt einen Sonnenhut beim Fahrradfahren.
997,Some children are outside playing in the dirt where two trees are.,,Ein paar Kinder sind im Freien und spielen auf dem Boden bei zwei Bäumen.
998,An older man is playing a video arcade game.,1. The old man is the one who plays the video,Ein älterer Mann spielt ein Videospiel.
999,A girl at the shore of a beach with a mountain in the distance.,,Ein Mädchen an einer Küste mit einem Berg im Hintergrund.
