,input_de,output_en,gt_en
188,Ein braun-weißer Hund holt ein Spielzeug.,A brown and white dog is picking up toys in,A brown and white dog fetching a toy.
189,Ein weißhaariger Mann spielt Akkordeon zwischen ein paar Gebäuden.,This is a man playing the accordion between some buildings in,Man with white hair playing an accordion in the middle of some buildings.
190,Eine Frau mit braunen Haaren sitzt auf einer Bank vor einem Café.,A woman with brown hair is sitting on a bench in,A woman with brown hair sitting on a bench outside a cafe.
191,Ein Mann spielt neben einem Fahrrad Panflöte.,A man plays the flute beside a bicycle.,A man next to a bicycle is playing a pan flute.
192,Zwei Kinder balancieren auf einem Stamm und halten ein Seil.,"Two children balance on a stem, holding onto a rope",Two kids are balancing on a log and holding a rope.
193,Ein Mann auf einem Motorrad zeigt einen Trick auf einer Rennstrecke.,A man on a motorcycle performing a trick while racing down,A man riding a motorcycle is performing a trick at a track.
194,Eine junge Frau mit einem purpurnen Tuch über dem Gesicht entspannt auf einem hölzernen Deck.,A young woman in a pink shawl is relax,A young woman with a purple cloth hiding her face relaxes on a wooden deck.
195,Die Frau im braunen Shirt sitzt auf einer hellroten Bank.,The woman in the brown shirt is sitting on a bright,The woman in the brown shirt is sitting on a bright red bench.
196,Ein Hund läuft auf einem Baumstamm über einen kleinen Fluss.,A dog is walking on a branch over a small stream.,A dog walks on a log across a small river.
197,Ein junger Mann in einem weißen T-Shirt und grün-schwarzen Shorts steht auf einem Pfeiler.,"A young man, dressed in a white tshirt",A young man wearing a white t-shirt and green and black shorts standing on a stump.
198,Alle Personen in der Gruppe stehen unter Regenschirmen.,"All the people are wearing umbrellas, but",The group of people are all covered by umbrellas.
199,"Ein Mann macht Werbung mit einem riesigen Schild, das auf sein Fahrrad gebunden ist.",A man is advertising with a giant sign thats,A man advertises with a giant sign tied onto his bicycle.
200,Ein Mann wirft einen Ast in einen Kanal während zwei Hunde zusehen.,A man throws an apple into a creek while two dogs,A man is throwing a log into a waterway while two dogs watch.
201,"Gruppe älterer Menschen, die in einem Zelt am Wasser Instrumente spielen.",A group of older people playing musical instruments on a beach.,Group of elders playing instruments under a tent by the water.
202,Eine Ansicht einer belebten Straße in der Stadt.,A view of a bustling street in the city.,A view of a crowded city street.
203,Eine junge blonde Frau hält ein weißes Seil an einem sonnigen Tag.,A young blond woman is holding a white rope on,A young blond woman holds a white rope on a sunny day.
204,Zwei Personen in blauen Hemden stehen mit einem Megafon im Freien.,Two people wearing blue shirts are standing with a,Two people in blue shirts are outside with a bullhorn.
205,Ein schwarzer Hund springt in einen Pool.,A black dog jumps into a pool.im,A black dog springs up into a pool.
206,Ein Cowboy reitet ein Wildpferd in einem Wettbewerb.,A cowboy rides a wild horse during a competition.,A cowboy riding on the back of a bronco in a competition.
207,Eine Gruppe von Bahnarbeitern macht Wartungsarbeiten an Bahngleisen.,A group of rail workers is making maintenance work on tracks.,A railroad work crew performs maintenance on railroad tracks.
208,Ein Arbeiter in einer orangefarbenen Weste arbeitet mit einer Schaufel.,A worker wearing a yellow shirt is using a ham,A worker in an orange vest is using a shovel.
209,Zwei Bauarbeiter diskutieren auf einer Baustelle.,Two construction workers are arguing on a job site.,Two construction workers have a discussion while on the work site.
210,Drei Männer gehen bergauf.,Three men are climbing up a mountain in the background.,Three men are walking up hill.
211,Eine asiatische Frau in einem Hochzeitskleid mit Blumenmuster posiert mit ihren Brautjungfern auf einer Brücke.,An Asian woman wearing a wedding dress with flower patterns,An Asian woman in a floral wedding dress poses on a bridge close to her bridesmaids.
212,Ein junger Mann stimmt seine Gitarre in der Küche.,A young man is practicing his guitar in the kitchen.,A young man tunes his guitar in the kitchen.
213,Drei Jungen spielen mit Schwämmen und Wassereimern.,Three boys are playing with water toys in a river.,Three boys are playing with sponges and buckets of water.
214,Drei Arbeiter machen Ausbesserungen auf dem Gehsteig.,Three workers are fixing a staircase in the park.,Three construction workers are mending pavement.
215,Leute entspannen in einem Wald neben Kanus.,People are relaxing on boats near a wooded area.,People chilling in at forest next to canoes.
216,Ein Chor versammelt sich in einer Kirche.,A choir is gathered together inside a church.im,A choir group is gathered together in a church.
217,Eine Gruppe Teenager springt bei Nacht in die Luft und macht lustige Posen für die Kamera.,A group of teenagers are jumping into the air,A group of young teenagers are jumping at night making funny poses for the camera.
218,"Zwei Männer fahren in Kajaks, eines orange und das andere blau, einen Fluss hinab.",Two men are riding a kayak downstream on,"Two guys are kayaking, one orange one blue, down a creek."
219,Zwei Arbeiter streichen Zement auf einen Ziegelbau.,Two workers are cleaning up a concrete wall with cement,Two workers spread cement onto a brick building.
220,Eine Dame in einem rötlichen Sweater und Jeans sitzt mit den Händen auf ihrem linken Knie.,"A woman is sitting with her hands on her knee,",A lady wearing a redish sweater and jeans is sitting with hands on her left knee
221,Zwei Schauspieler inszenieren einen Kampf vor einen gebannten Publikum.,Two actors are rehearsing a fight scene in front,Two performers putting on a mock fight for an audience that is watching attentively.
222,Ein Soldat entspannt und wartet auf einem Flughafen.,A soldier is waiting on a flight at an airport.,A GI relaxes and waits at an airport.
223,"Ein Mann in einem gelben Mantel achtet auf ein Feuer, ein Junge im Anorak sieht zu.",A man wearing a yellow coat looks at the fire while,"A man in a yellow coat tends a fire, a boy in a parka watches."
224,Ein Mann und ein Junge auf einem felsigen Strand.,A man and a boy on a rocky beach in the,A man and a boy on a rocky beach.
225,"Eine Frau auf einem Boot namens ""El Corazon"" lässt schwarze Gewichte ins Wasser fallen.",A woman on a boat named The Heart is letting,"A woman on a boat named ""El Corazon"" drops black weights into the water."
226,Ein Junge sitzt auf einem Fernrohr und schaut hindurch.,A young boy is sitting on a chair looking out the window,A boy sitting on and looking out from a microscope.
227,Ein barfüßiges junges Mädchen in einem rosa Kleid springt im Freien.,"A young girl, barefoot and dressed in pink,",A young barefoot girl in a pink dress is jumping outside.
228,Viele Menschen sitzen um ein Zelt im Freien.,Many people are sitting around a tent in the open air.,Many people are sitting around a tent outside.
229,"Ein Jugendlicher in einem schwarzen T-Shirt mit dem Aufdruck ""Asian Pacific 2007"" sitzt und spielt eine Trommel.",A young Asian male is playing a drum while sitting on the,"A youth with a black shirt that says ""Asian Pacific 2007"" plays a drum while sitting."
230,"Ein Mann verkauft Waren am Rand der Straße, die zu einem Großen Berg im Canyon führt.",A man is selling goods along the road that leads to,A man selling items near the roadside to the great mountain of Canyon.
231,Das Mädchen in Gelb lacht das Mädchen in Orange aus während das Mädchen in Blau zusieht.,The girl in yellow is laughing at the girl in orange,The girl in yellow is laughing at the girl wearing orange whilst being watched by the girl in blue.
232,Ein Hund springt im Freien über ein Hindernis.,A dog jumps over an obstacle in the yard outside,A dog jumps over an obstacle outside.
233,Hund mit schwarzem Halsband wälzt sich in Staub und trockenen Blättern.,A dog with a black collar is walking through the grass,Dog with black collar rolling in dirt and dried leaves
234,Zwei braune Hunde spielen grob miteinander.,Two brown dogs are playing rough with each other.im,Two brown dogs playing in a rough manner.
235,"Ein Mann mit Schnurrbart und Bart hält eine Pfanne, aus der Flammen hochsteigen.",A man with a moustache is holding a pan that,A man with a mustache and beard is holding a frying pan that has flames rising from it.
236,Ein Mann mit Kleidung aus dem Unabhängigkeitskrieg schlägt eine Glocke.,A man in a uniform from the War of Independence is,"A man, wearing revolutionary period clothes, is ringing a bell."
237,Ein Mann in einem schwarzen Shirt angelt an einem felsigen Ufer.,A man is fishing from a cliff edge.,A man in a black shirt fishing on a rocky shore.
238,Zwei Hunde beschnuppern sich gegenseitig Nase an Nase.,Two dogs are snapping their noses at each other.,Two dogs are nuzzling each other nose to nose.
239,Zwei Männer unterhalten sich auf dem Gehsteig während ein Auto vorbeifährt.,Two men are talking and sitting on a hill while an autom,Two men stop to chat on the sidewalk as a car passes by.
240,Ein Chinese sitzt und wartet auf Kundschaft.,An Asian guy is waiting for customers in a restaurant.,A chinese man sitting down waiting for customers.
241,Geparkte Autos mit einem Schulbus dahinter.,A group of cars parked in a school bus with the,Parked cars with a school bus behind them.
242,Zwei Frauen in ähnlichen T-Shirts gehen nach links.,Two women wearing similar shirts are walking to the,Two woman wearing similar shirts walk to the left.
243,Ein kleines Kind in einer orangefarbenen Rettungsweste hält ein Paddel und paddelt in einem blauen Kajak auf einem Gewässer.,A little boy wearing an orange life vest is holding a,A young child wearing an orange life vest holding an oar paddling a blue kayak in a body of water.
244,Menschen gehen auf einem Pfad in einem Park voller Bäume.,People walking through a park with trees.,People walking on a trail in a tree filled park.
245,"Drei Jugendliche reden in einer Menschenmenge, die Frau blickt verärgert.",Three young men are talking to a crowd of people. The,"Three young adults talk in a crowd of people, the woman looks upset."
246,Eine Frau und ein Kind vor der Tür ihres idyllischen Hauses.,A woman and a child are standing in front of their house,Woman and child outside the front door of their scenic home.
247,Ein schwarzer Mann und seine zwei weißen Freunde stecken die Köpfe zusammen.,A black man and two white guys are holding their heads together,A black man and his two white friends are putting their heads close together.
