en,de,generated_de
A mother teaches her two young boys to fish off of a rocky coast into very blue water.,Eine Mutter bringt ihren zwei kleinen Söhnen an einer felsigen Küste mit sehr blauem Wasser das Angeln bei.,"<|user|>
A mother teaches her two young boys to fish off of a rocky coast into very blue water. 
<|assistant|>:
Eine Mutter unterrichtet zwei Jungen, die auf einem felsigen Strand aus"
A little kid is walking next to red banners.,Ein kleines Kind läuft neben roten Stühlen.,"<|user|>
A little kid is walking next to red banners. 
<|assistant|>:
Ein kleines Kind läuft neben roten Flaggen herum. 
\"
A girl sits on a decorated bike with a younger boy while another girl takes a picture.,Ein Mädchen sitzt mit einem kleineren Jungen auf einem dekorierten Fahrrad während ein weiteres Mädchen ein Foto macht.,"<|user|>
A girl sits on a decorated bike with a younger boy while another girl takes a picture. 
<|assistant|>:Ein Mädchen sitzt auf einem gestacktem Fahrrad und ein anderer männ"
A black dog is retrieving a ball in water.,Ein Schwarzer Hund holt einen Ball im Wasser.,"<|user|>
A black dog is retrieving a ball in water. 
<|assistant|>:
Ein schwarzer Hund räufst einen Ball im Wasser. 
\"
A man in white pants and a blue shirt is kicking a yellow boxing bag.,Ein Mann in weißen Hosen und einem blauen Hemd tritt gegen einen gelben Boxsack.,"<|user|>
A man in white pants and a blue shirt is kicking a yellow boxing bag. 
<|assistant|>:
Ein Mann mit weißer Hose und blauer Hemd kicks eine gelbe"
Two Indian men participating in a ceremony.,Zwei indische Männer nehmen an einer Zeremonie teil.,"<|user|>
Two Indian men participating in a ceremony. 
<|assistant|>:
Zwei indische Männer, die bei einer Feier teilnehmen sollen. 
E"
A boy with a bruised nose and writing on his hands is standing in a video rental store.,Ein Junge mit verschrammter Nase und bekritzelten Händen steht in einer Videothek.,"<|user|>
A boy with a bruised nose and writing on his hands is standing in a video rental store. 
<|assistant|>:
Ein Junge mit einem geschnittenen Nasenschild und auf den Händchen"
Two silhouetted people paddle a canoe on the ocean during sunset.,Zwei Silhouetten paddeln in einem Kanu auf dem Ozean bei Sonnenuntergang.,"<|user|>
Two silhouetted people paddle a canoe on the ocean during sunset. 
<|assistant|>:
Zwei geschminkte Personen fahren auf den Meeren ein Kanu, während der"
"People are standing on a crowded subway, and the platform outside is visible through the window.","Menschen stehen in einer vollen U-Bahn, der Bahnsteig draußen ist durch das Fenster zu sehen.","<|user|>
People are standing on a crowded subway, and the platform outside is visible through the window. 
<|assistant|>:
Leute stehen in einer belebten U-Bahn und im Fenster ist der Bahn"
Man scaling wall with fire in hand,Mann erklettert Mauer mit Feuer in der Hand,"<|user|>
Man scaling wall with fire in hand 
<|assistant|>:
Ein Mann, der sich mit Feuer an den Steinen macht. 198"
Two brown dogs are running through the snow.,Zwei braune Hunde rennen durch den Schnee.,"<|user|>
Two brown dogs are running through the snow. 
<|assistant|>:
Zwei braune Hunde rennen durch den Schnee, die einen Satz von P"
On stage photo of small band performing for theater audience.,"Bühnenfoto einer kleinen Band, die für ein Theaterpublikum spielt.","<|user|>
On stage photo of small band performing for theater audience. 
<|assistant|>:
Ein kleines Band spielt auf der Bühne für das Publikum im Theater"
A baby in a Christmas outfit looks at the camera.,Ein Baby im Weihnachtskostüm blickt in die Kamera.,"<|user|>
A baby in a Christmas outfit looks at the camera. 
<|assistant|>:
Ein Baby im Weihnachtsmode schaut sich die Kamera an, während es"
A man is sitting next to a computer monitor.,Ein Mann Sitzt neben einem Computermonitor.,"<|user|>
A man is sitting next to a computer monitor. 
<|assistant|>:
Ein Mann sitzt neben einem Computerbildschirm. 
\</assistier"
This lady has heard a funny joke and laughing.,Diese Frau hat gerade einen lustigen Witz gehört und lacht.,"<|user|>
This lady has heard a funny joke and laughing. 
<|assistant|>:
Diese Dame hört einen lächelnden Jokerspiel und lacht"
"People inside of a building, one is taking a photo.","Personen in einem Gebäude, eine von ihnen macht ein Foto.","<|user|>
People inside of a building, one is taking a photo. 
<|assistant|>:
Menschen im Gebäude machen ein Foto. Einer von ihnen macht eine B"
Four white dogs with muzzles jump over a red wall.,Vier weiße Hunde mit Maulkörben springen über eine rote Wand.,"<|user|>
Four white dogs with muzzles jump over a red wall. 
<|assistant|>:
Vier weiße Hunde mit Schnauzern springen über eine rote"
The woman with the blue shirt is holding a baby.,Die Frau im blauen Shirt hält ein Baby.,"<|user|>
The woman with the blue shirt is holding a baby. 
<|assistant|>:
Die Frau mit dem blauen Oberteil hält ein Baby fest in der Hand. 
"
Two people are sitting fishing on striped beach chairs in a body of water.,Zwei Personen sitzen auf gestreiften Liegestühlen und angeln in einem Gewässer.,"<|user|>
Two people are sitting fishing on striped beach chairs in a body of water. 
<|assistant|>:
Zwei Personen sitzen auf gestreiften Bechern am Strand und angeln"
An old woman working at a loom making cloth.,Eine alte Frau sitzt an einem Webstuhl und stellt Stoff her.,"<|user|>
An old woman working at a loom making cloth. 
<|assistant|>:
Eine alte Frau arbeitet an einem Spindel und macht Tuch. 
"
A boy standing in the foreground looking out over other people in a court.,Ein Junge im Vordergrund blickt über andere Personen auf einem Platz.,"<|user|>
A boy standing in the foreground looking out over other people in a court. 
<|assistant|>:
Ein Junge steht vor einem Hof und betrachtet die anderen Leute, welche im"
A man in a blue coat grabbing a young boy's shoulder.,Ein Mann in einer blauen Jacke hält einen Jungen an der Schulter.,"<|user|>
A man in a blue coat grabbing a young boy's shoulder. 
<|assistant|>:Ein Mann mit blauem Mantel greift einen kleinen Jungen an den Schulterb"
Three brown dogs are jumping up at the woman wearing blue.,Drei braune Hunde springen an der blau gekleideten Frau hoch.,"<|user|>
Three brown dogs are jumping up at the woman wearing blue. 
<|assistant|>:
Drei braune Hunde springen hoch auf der Frau, die blau gekleidet"
A boy hangs out of a passing taxi cab window,Ein Junge hängt aus dem Fenster eines vorbeifahrenden Taxis.,"<|user|>
A boy hangs out of a passing taxi cab window 
<|assistant|>:Ein Junge hängt aus dem Fenster eines Taxicabs. Einer Kind m"
A man in a gray shirt jumps over the top of a sand dune in the desert.,Ein Mann in einem grauen Shirt springt über die Spitze einer Sanddüne in der Wüste.,"<|user|>
A man in a gray shirt jumps over the top of a sand dune in the desert. 
<|assistant|>:
Ein Mann mit einem grauen Hemd springt über eine Sandküste im D"
A child wearing a yellow shirt is jumping up and down.,Ein Kind in einem gelben Shirt springt rauf und runter.,"<|user|>
A child wearing a yellow shirt is jumping up and down. 
<|assistant|>:
Ein Kind in einem gelben Oberteil springt und hüpft nach vorne"
A worker in a yellow jacket is hoisted up high to work on a building.,"Ein Arbeiter in einer gelben Jacke wird auf ein Gebäude gehoben, um zu arbeiten.","<|user|>
A worker in a yellow jacket is hoisted up high to work on a building. 
<|assistant|>:
Ein Arbeiter mit einer gelben Jacke wird hochgeklebt, um ein"
A man in Brazil giving an informal talk to young adults.,Ein Mann in Brasilien unterhält sich mit jungen Erwachsenen.,"<|user|>
A man in Brazil giving an informal talk to young adults. 
<|assistant|>:
Ein Mann im Brasilien macht einen freundlichen Ruf zu jungen Erw"
A bunch of beer pull tabs at a bar with Christmas lights on the ceiling.,Ein paar Bier-Zapfhähne in einer Bar mit Weihnachtsdekoration an der Decke.,"<|user|>
A bunch of beer pull tabs at a bar with Christmas lights on the ceiling. 
<|assistant|>:
Eine Reihe von Bierpapillen, die an einer Bar mit Weihn"
A man is abseiling down a cliff over the ocean.,Ein Mann seilt sich an einer Klippe über dem Ozean ab.,"<|user|>
A man is abseiling down a cliff over the ocean. 
<|assistant|>:
Ein Mann schwimmt eine Felswand hinunter über das Meer hinaus. "
A man in black is walking to his truck in the snow.,Ein Mann in schwarz geht im Schnee zu seinem Fahrzeug.,"<|user|>
A man in black is walking to his truck in the snow. 
<|assistant|>:
Ein schwarzer Mann geht zu seinem Lkw im Schnee herumherüber."
A fox terrier leaps after a ball.,Ein Foxterrier springt nach einem Ball.,"<|user|>
A fox terrier leaps after a ball. 
<|assistant|>:
Ein Fuchsterrier springt nach einem Ball, das von ihm hervorgerannt"
A female police officer in a cap and navy uniform smiles while wearing sunglasses outside of a shop.,Eine Polizistin mit Mütze und blauer Uniform trägt eine Sonnenbrille und lächelt vor einem Geschäft.,"<|user|>
A female police officer in a cap and navy uniform smiles while wearing sunglasses outside of a shop. 
<|assistant|>:
Eine Polizistin mit einer Mütze und einem Navy-Kragen läch"
A Family going for a walk in a park.,Eine Familie spaziert durch einen Park.,"<|user|>
A Family going for a walk in a park. 
<|assistant|>:
Eine Familie geht zum Gehweg im Park vorbei. 10 Personen"
A man in a green hard hat and yellow safety vest frowns.,Ein Mann mit einem grünen Schutzhelm und Sicherheitsweste blickt ernst.,"<|user|>
A man in a green hard hat and yellow safety vest frowns. 
<|assistant|>:
Ein Mann mit einem grünen Schutzhelm und einer gelben Sicherheitsvest sch"
"Child with pink strings on head dancing surrounded by confetti, balloons.",Ein Kind mit pinken Fäden auf dem Kopf tanzt umgeben von Konfetti und Ballons.,"<|user|>
Child with pink strings on head dancing surrounded by confetti, balloons. 
<|assistant|>:
Ein Kind mit rosafarbenen Strümpfen und einem Schal trägt"
A dog with a snub nose smells for something on a riverbank.,Ein Hund mit Stupsnase schnuppert nach etwas an einem Flussufer.,"<|user|>
A dog with a snub nose smells for something on a riverbank. 
<|assistant|>:
Ein Hund mit einem runder Nase, der auf dem Ufer eines Fluss"
A man prepares his local stand for the days business.,Ein Mann bereitet seinen Stand für das Tagesgeschäft vor.,"<|user|>
A man prepares his local stand for the days business. 
<|assistant|>:
Ein Mann bereitet sein lokales Stand für die Geschäftsaktivitäten auf dem"
A man in a red shirt is about to eat a taco.,"Ein Mann in einem roten Hemd schickt sich an, einen Taco zu essen.","<|user|>
A man in a red shirt is about to eat a taco. 
<|assistant|>:
Ein Mann mit rotem Hemd ist kurz vor dem Einkauf einer Tacos"
A young lady in white holding a tennis racket,Eine junge Dame in weiß hält einen Tennisschläger.,"<|user|>
A young lady in white holding a tennis racket 
<|assistant|>:
Eine junge Frau mit weißem Kleid hält einen Tennisschläger."
A boy wearing a red shirt digs into the sand with a yellow shovel.,Ein Junge in einem roten Shirt gräbt mit einer gelben Schaufel im Sand.,"<|user|>
A boy wearing a red shirt digs into the sand with a yellow shovel. 
<|assistant|>:
Ein Junge in einem roten Hemd gräbt mit einer gelben Schauf"
An individual wearing rose jacket site idle on a wooden bench.,Eine Person in einer rosa Jacke sitzt untätig auf einer hölzernen Bank.,"<|user|>
An individual wearing rose jacket site idle on a wooden bench. 
<|assistant|>:
Eine Person in einer roten Jacke sitzt auf einem Holzstuhl und sp"
A man wearing a white shirt is looking out a window of a metal construction.,Ein Mann in einem weißen Hemd blickt durch ein Fenster einer Metallkonstruktion.,"<|user|>
A man wearing a white shirt is looking out a window of a metal construction. 
<|assistant|>:
Ein Mann in einem Weißhemd sieht aus einer Fensterwand eines Metall"
A woman is holding a small white statue.,Eine Frau hält eine kleine weiße Statue.,"<|user|>
A woman is holding a small white statue. 
<|assistant|>:
Eine Frau hält eine kleine weiße Statue in der Hand. 10"
Six shirtless children are playing in natural water and splashing around.,Sechs Kinder ohne Hemd spielen in natürlichem Gewässer und planschen.,"<|user|>
Six shirtless children are playing in natural water and splashing around. 
<|assistant|>:
Sechs ungekleidete Kinder spielen im Wasser und schaukeln umher"
Two people riding bikes through a mountainous region.,Zwei Personen fahren auf Fahrrädern durch eine Gebirgslandschaft.,"<|user|>
Two people riding bikes through a mountainous region. 
<|assistant|>:
Zwei Personen fahren auf Fahrrädern durch ein bergätsisches Gebiet. 2"
A girl jumping rope on a sidewalk near a parking garage.,Ein Mädchen beim Seilhüpfen auf dem Gehweg nahe einer Garage.,"<|user|>
A girl jumping rope on a sidewalk near a parking garage. 
<|assistant|>:
Ein Mädchen springt auf einem Gehweg neben einer Parkgaragen ein Se"
A man wearing an orange shirt and helmet.,Ein Mann trägt ein orangefarbenes Shirt und einen Helm.,"<|user|>
A man wearing an orange shirt and helmet. 
<|assistant|>:
Ein Mann in einem orangen Hemd und mit Helme, der ein Orange-T"
"A small boy plays with plastic blocks, cars, and animals with an adult watching closely.","Ein kleiner Junge spielt mit Plastikklötzen, Autos und Tieren während eine Erwachsene ihn aufmerksam beobachtet.","<|user|>
A small boy plays with plastic blocks, cars, and animals with an adult watching closely. 
<|assistant|>:Ein kleiner Junge spielt mit Plastikblocken und Fahrzeuge sowie Tierchen"
A little girl opening a Christmas present.,"Ein kleines Mädchen, das ein Weihnachtsgeschenk auspackt.","<|user|>
A little girl opening a Christmas present. 
<|assistant|>:
Ein kleines Mädchen öffnet ein Weihnachtsgeschenketuch."
